Job;Country;State/Region;City;Impressions;Clicks;Apply starts;Applies;Cost per click (CPC);Cost per apply start (CPAS);Cost per apply (CPA);Clickthrough rate (CTR);Apply completion rate (ACR);Apply start rate (ASR);Apply rate (AR);Spend;Last updated;Created
Project engineer WTB;Netherlands;Drenthe;Assen;99;8;1;0;1.185;9.48;0;0.080808;0;0.125;0;9.48;22-5-2025;15-5-2025
Project engineer WTB;Netherlands;Friesland;Heerenveen;122;9;1;0;0.38333333333333336;3.45;0;0.07377;0;0.111111;0;3.45;22-5-2025;15-5-2025
Project engineer WTB;Netherlands;Friesland;Leeuwarden;216;12;0;0;0;0;0;0.055556;0;0;0;0;22-5-2025;15-5-2025
Project engineer WTB;Netherlands;Overijssel;Zwolle;4;1;0;0;0;0;0;0.25;0;0;0;0;22-5-2025;15-5-2025
Project engineer WTB;Netherlands;Drenthe;Emmen;135;7;0;0;0;0;0;0.051852;0;0;0;0;22-5-2025;15-5-2025
Project engineer WTB;Netherlands;Groningen (provincie);Groningen;203;12;0;0;0;0;0;0.059113;0;0;0;0;19-6-2025;2-6-2025
Project engineer WTB;Netherlands;Drenthe;Assen;115;5;1;0;2.566;12.83;0;0.043478;0;0.2;0;12.83;19-6-2025;2-6-2025
Project engineer WTB;Netherlands;Friesland;Heerenveen;118;7;1;0;14.828.571.428.571.400;10.38;0;0.059322;0;0.142857;0;10.38;19-6-2025;2-6-2025
Project engineer WTB;Netherlands;Groningen (provincie);Delfzijl;88;4;1;0;26.375;10.55;0;0.045455;0;0.25;0;10.55;19-6-2025;2-6-2025
Project engineer WTB;Netherlands;Friesland;Leeuwarden;7;0;0;0;0;0;0;0;0;0;0;0;2-6-2025;2-6-2025
Project engineer WTB;Netherlands;Overijssel;Zwolle;77;11;3;0;1.231.818.181.818.180;4.516.666.666.666.660;0;0.142857;0;0.272727;0;13.55;19-6-2025;2-6-2025
Project engineer WTB;Netherlands;Drenthe;Beilen;115;6;0;0;0;0;0;0.052174;0;0;0;0;19-6-2025;2-6-2025
Project engineer WTB;Netherlands;Drenthe;Emmen;85;6;3;0;71.499.999.999.999.900;14.299.999.999.999.900;0;0.070588;0;0.5;0;42.9;19-6-2025;2-6-2025
Project engineer WTB;Netherlands;Drenthe;Beilen;36;2;1;0;0;0;0;0.055556;0;0.5;0;0;28-6-2025;25-6-2025
Project engineer WTB;Netherlands;Overijssel;Zwolle;44;3;0;0;0;0;0;0.068182;0;0;0;0;28-6-2025;25-6-2025
Project engineer WTB;Netherlands;Friesland;Heerenveen;46;4;0;0;0;0;0;0.086957;0;0;0;0;28-6-2025;25-6-2025
Project engineer WTB;Netherlands;Friesland;Leeuwarden;68;1;0;0;0;0;0;0.014706;0;0;0;0;28-6-2025;25-6-2025
Project engineer WTB;Netherlands;Groningen (provincie);Groningen;39;3;1;0;7.753.333.333.333.330;23.26;0;0.076923;0;0.333333;0;23.26;28-6-2025;25-6-2025
Project engineer WTB;Netherlands;Groningen (provincie);Veendam;37;2;0;0;0;0;0;0.054054;0;0;0;0;28-6-2025;25-6-2025
Project engineer WTB;Netherlands;Drenthe;Wijster;72;1;0;0;0;0;0;0.013889;0;0;0;0;28-6-2025;25-6-2025
Project engineer WTB;Netherlands;Drenthe;Emmen;15;2;1;0;8.21;16.42;0;0.133333;0;0.5;0;16.42;28-6-2025;25-6-2025
Project engineer WTB;Netherlands;Groningen (provincie);Delfzijl;35;1;0;0;0;0;0;0.028571;0;0;0;0;28-6-2025;25-6-2025
Project engineer WTB;Netherlands;Drenthe;Assen;60;3;0;0;0;0;0;0.05;0;0;0;0;28-6-2025;25-6-2025
Project engineer WTB;Netherlands;Drenthe;Hoogeveen;22;4;1;0;4.605;18.42;0;0.181818;0;0.25;0;18.42;28-6-2025;25-6-2025
Project engineer WTB;Netherlands;Friesland;Drachten;27;4;1;0;5.815;23.26;0;0.148148;0;0.25;0;23.26;28-6-2025;25-6-2025
Project engineer WTB;Netherlands;Drenthe;Meppel;62;3;0;0;0;0;0;0.048387;0;0;0;0;28-6-2025;25-6-2025
Project engineer WTB;Netherlands;Drenthe;Coevorden;27;3;0;0;0;0;0;0.111111;0;0;0;0;28-6-2025;25-6-2025
Project engineer WTB;Netherlands;Drenthe;Meppel;99;5;1;0;9.193.999.999.999.990;45.97;0;0.050505;0;0.2;0;45.97;8-8-2025;30-7-2025
Projectcoordinator Parking;Netherlands;Noord-Holland;Schiphol;809;49;2;0;0.18469387755102043;4.525;0;0.060569;0;0.040816;0;9.05;22-5-2025;9-5-2025
Projectcoördinator;Netherlands;Noord-Holland;;119;14;0;0;0;0;0;0.117647;0;0;0;0;17-9-2025;17-9-2025
Projectcoördinator Machinebouw;Netherlands;Overijssel;Enschede;472;14;2;0;0.9171428571428571;6.42;0;0.029661;0;0.142857;0;12.84;19-6-2025;4-6-2025
Projectengineer;Netherlands;Limburg;Weert;4;0;0;0;0;0;0;0;0;0;0;0;17-9-2025;17-9-2025
Projectleider;Netherlands;Utrecht (provincie);Utrecht;191;21;1;0;0.5119047619047619;10.75;0;0.109948;0;0.047619;0;10.75;11-6-2025;6-6-2025
Projectleider (energiesector);Netherlands;Noord-Brabant;Den Bosch;117;6;0;0;0;0;0;0.051282;0;0;0;0;22-5-2025;6-5-2025
Projectleider (energiesector);Netherlands;Noord-Brabant;Den Bosch;101;5;2;0;1.56;3.9;0;0.049505;0;0.4;0;7.8;19-6-2025;2-6-2025
Projectleider Bouw;Netherlands;Groningen (provincie);Marum;105;7;0;0;0;0;0;0.066667;0;0;0;0;22-5-2025;16-5-2025
Projectleider Bouw;Netherlands;Friesland;Leeuwarden;73;7;0;0;0;0;0;0.09589;0;0;0;0;19-6-2025;2-6-2025
Projectleider Bouw;Netherlands;Overijssel;Zwolle;114;7;0;0;0;0;0;0.061404;0;0;0;0;19-6-2025;2-6-2025
Projectleider Bouw;Netherlands;Flevoland;Lelystad;37;3;1;0;4;12;0;0.081081;0;0.333333;0;12;19-6-2025;2-6-2025
Projectleider Bouw;Netherlands;Friesland;Drachten;80;5;0;0;0;0;0;0.0625;0;0;0;0;19-6-2025;2-6-2025
Projectleider Bouw;Netherlands;Groningen (provincie);Groningen;107;6;0;0;0;0;0;0.056075;0;0;0;0;19-6-2025;2-6-2025
Projectleider Bouwkunde;Netherlands;Utrecht (provincie);Utrecht;57;1;0;0;0;0;0;0.017544;0;0;0;0;22-5-2025;6-2-2025
Projectleider Bouwkunde;Netherlands;Zuid-Holland;Delft;44;1;0;0;0;0;0;0.022727;0;0;0;0;22-5-2025;6-2-2025
Projectleider Bouwkunde;Netherlands;Noord-Holland;Amsterdam;186;9;1;0;10.466.666.666.666.600;9.42;0;0.048387;0;0.111111;0;9.42;19-6-2025;3-6-2025
Projectleider Civiel;Netherlands;Groningen (provincie);Groningen;142;6;0;0;0;0;0;0.042254;0;0;0;0;19-6-2025;2-6-2025
Projectleider Civiel;Netherlands;Friesland;Drachten;90;4;1;0;20.325;8.13;0;0.044444;0;0.25;0;8.13;19-6-2025;2-6-2025
Projectleider Civiel;Netherlands;Friesland;Leeuwarden;73;4;1;0;20.325;8.13;0;0.054795;0;0.25;0;8.13;19-6-2025;2-6-2025
Projectleider Civiel;Netherlands;Overijssel;Zwolle;127;10;1;0;0.438;4.38;0;0.07874;0;0.1;0;4.38;19-6-2025;2-6-2025
Projectleider Civiel;Netherlands;Flevoland;Lelystad;45;3;1;0;16.500.000.000.000.000;4.95;0;0.066667;0;0.333333;0;4.95;19-6-2025;2-6-2025
Projectleider Civiel;Netherlands;Noord-Holland;;15;1;0;0;0;0;0;0.066667;0;0;0;0;28-6-2025;27-6-2025
Projectleider Civiele Techniek;Netherlands;Zuid-Holland;Delft;38;1;0;0;0;0;0;0.026316;0;0;0;0;22-5-2025;6-2-2025
Projectleider Civiele Techniek;Netherlands;Utrecht (provincie);Utrecht;49;3;1;0;10.846.666.666.666.600;32.54;0;0.061224;0;0.333333;0;32.54;22-5-2025;6-2-2025
Projectleider Civiele Techniek;Netherlands;Noord-Holland;Amsterdam;84;5;0;0;0;0;0;0.059524;0;0;0;0;19-6-2025;3-6-2025
Projectleider Elektrotechniek;Netherlands;Noord-Holland;Amsterdam;73;2;0;0;0;0;0;0.027397;0;0;0;0;8-8-2025;1-8-2025
Projectleider Elektrotechniek;Netherlands;Noord-Holland;Amsterdam;25;4;0;0;0;0;0;0.16;0;0;0;0;1-10-2025;1-9-2025
Projectleider Elektrotechniek;Netherlands;Noord-Holland;Amsterdam;32;0;0;0;0;0;0;0;0;0;0;0;24-10-2025;1-10-2025
Projectleider Elektrotechniek;Netherlands;Noord-Holland;Amsterdam;3;0;0;0;0;0;0;0;0;0;0;0;30-10-2025;30-10-2025
Projectleider Elektrotechniek Utiliteitsbouw;Netherlands;Noord-Holland;Schiphol;33;2;0;0;0;0;0;0.060606;0;0;0;0;28-6-2025;25-6-2025
Projectleider Energietechniek;Netherlands;Zuid-Holland;Rotterdam;66;4;0;0;0;0;0;0.060606;0;0;0;0;8-8-2025;1-8-2025
Projectleider Energietechniek;Netherlands;Zuid-Holland;Den Haag;97;4;0;0;0;0;0;0.041237;0;0;0;0;8-8-2025;1-8-2025
Projectleider Energietechniek;Netherlands;Utrecht (provincie);Utrecht;96;3;0;0;0;0;0;0.03125;0;0;0;0;8-8-2025;1-8-2025
Projectleider Energietechniek;Netherlands;Utrecht (provincie);Utrecht;32;4;1;0;44.875;17.95;0;0.125;0;0.25;0;17.95;1-10-2025;1-9-2025
Projectleider Energietechniek;Netherlands;Noord-Holland;Haarlem;59;7;0;0;0;0;0;0.118644;0;0;0;0;1-10-2025;1-9-2025
Projectleider Energietechniek;Netherlands;Zuid-Holland;Rotterdam;50;3;0;0;0;0;0;0.06;0;0;0;0;1-10-2025;1-9-2025
Projectleider Energietechniek;Netherlands;Zuid-Holland;Leiden;41;4;0;0;0;0;0;0.097561;0;0;0;0;1-10-2025;1-9-2025
Projectleider Energietechniek;Netherlands;Zuid-Holland;Den Haag;89;1;0;0;0;0;0;0.011236;0;0;0;0;24-10-2025;2-10-2025
Projectleider Energietechniek;Netherlands;Zuid-Holland;Leiden;58;2;0;0;0;0;0;0.034483;0;0;0;0;24-10-2025;2-10-2025
Projectleider Energietechniek;Netherlands;Noord-Holland;Haarlem;57;1;0;0;0;0;0;0.017544;0;0;0;0;24-10-2025;2-10-2025
Projectleider Energietechniek;Netherlands;Utrecht (provincie);Utrecht;91;2;0;0;0;0;0;0.021978;0;0;0;0;24-10-2025;15-10-2025
Projectleider Energietechniek;Netherlands;Utrecht (provincie);Utrecht;61;2;0;0;0;0;0;0.032787;0;0;0;0;24-10-2025;15-10-2025
Projectleider Energietechniek;Netherlands;Zuid-Holland;Rotterdam;43;3;0;0;0;0;0;0.069767;0;0;0;0;24-10-2025;15-10-2025
Projectleider Gevelbouw;Netherlands;Overijssel;Oldenzaal;103;4;1;0;80.475;32.19;0;0.038835;0;0.25;0;32.19;24-10-2025;15-10-2025
Projectleider IPM;Netherlands;Zuid-Holland;Gouda;150;7;0;0;0;0;0;0.046667;0;0;0;0;30-10-2025;30-9-2025
Projectleider Infra;Netherlands;Zuid-Holland;Gouda;99;6;0;0;0;0;0;0.060606;0;0;0;0;30-10-2025;30-9-2025
Projectleider Installatietechniek;Netherlands;Noord-Holland;Amsterdam;69;2;0;0;0;0;0;0.028986;0;0;0;0;1-10-2025;1-9-2025
Projectleider Installatietechniek;Netherlands;Zuid-Holland;Rotterdam;75;1;0;0;0;0;0;0.013333;0;0;0;0;1-10-2025;1-9-2025
Projectleider Installatietechniek;Netherlands;Zuid-Holland;Rotterdam;61;2;0;0;0;0;0;0.032787;0;0;0;0;1-10-2025;1-9-2025
Projectleider Installatietechniek;Netherlands;Zuid-Holland;Leiden;78;4;0;0;0;0;0;0.051282;0;0;0;0;24-10-2025;2-10-2025
Projectleider Installatietechniek;Netherlands;Zuid-Holland;Rotterdam;70;2;0;0;0;0;0;0.028571;0;0;0;0;24-10-2025;2-10-2025
Projectleider Installatietechniek;Netherlands;Utrecht (provincie);Utrecht;82;5;1;0;8.658;43.29;0;0.060976;0;0.2;0;43.29;24-10-2025;2-10-2025
Projectleider Installatietechniek;Netherlands;Zuid-Holland;Den Haag;78;3;1;0;12.799.999.999.999.900;38.4;0;0.038462;0;0.333333;0;38.4;24-10-2025;2-10-2025
Projectleider Installatietechniek;Netherlands;Noord-Holland;Haarlem;81;3;0;0;0;0;0;0.037037;0;0;0;0;24-10-2025;2-10-2025
Projectleider Installatietechniek;Netherlands;Noord-Holland;Amsterdam;69;2;0;0;0;0;0;0.028986;0;0;0;0;24-10-2025;2-10-2025
Projectleider Nieuwbouw;Netherlands;Overijssel;Almelo;143;5;0;0;0;0;0;0.034965;0;0;0;0;24-10-2025;15-10-2025
Projectleider Werktuigbouwkunde;Netherlands;Noord-Brabant;Eindhoven;77;5;0;0;0;0;0;0.064935;0;0;0;0;19-6-2025;17-6-2025
Projectmanager;Netherlands;Utrecht (provincie);Utrecht;367;44;2;0;0.3243181818181818;7.135;0;0.119891;0;0.045455;0;14.27;11-6-2025;6-6-2025
Projectmanager Bouwkunde;Netherlands;;;528;17;1;0;2.796.470.588.235.290;47.54;0;0.032197;0;0.058824;0;47.54;1-10-2025;23-9-2025
Projectmanager Elektrotechniek;Netherlands;Utrecht (provincie);Bunnik;62;1;0;0;0;0;0;0.016129;0;0;0;0;17-9-2025;15-9-2025
Projectmanager Energietechniek;Netherlands;Noord-Holland;Amsterdam;1;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025
Projectmanager Energietechniek;Netherlands;Utrecht (provincie);Utrecht;1;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025
Projectmanager Energietechniek;Netherlands;Zuid-Holland;Rotterdam;24;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025
Projectmanager Energietechniek;Netherlands;Utrecht (provincie);Utrecht;74;3;0;0;0;0;0;0.040541;0;0;0;0;24-10-2025;2-10-2025
Projectmanager Energietechniek;Netherlands;Noord-Holland;Amsterdam;128;3;0;0;0;0;0;0.023438;0;0;0;0;24-10-2025;2-10-2025
Projectmanager Energietechniek;Netherlands;Zuid-Holland;Rotterdam;114;4;0;0;0;0;0;0.035088;0;0;0;0;24-10-2025;2-10-2025
Projectmanager Energietechniek;Netherlands;Zuid-Holland;Den Haag;92;2;0;0;0;0;0;0.021739;0;0;0;0;24-10-2025;2-10-2025
Projectmanager Energietechniek;Netherlands;Noord-Holland;Amsterdam;154;3;0;0;0;0;0;0.019481;0;0;0;0;24-10-2025;2-10-2025
Projectmanager Hoogspanningsstations;Netherlands;Noord-Holland;;209;11;0;0;0;0;0;0.052632;0;0;0;0;17-9-2025;16-9-2025
Projectmanager Installatietechniek - Grote Utiliteitsprojecten;Netherlands;Utrecht (provincie);Bunnik;187;7;1;0;4.264.285.714.285.710;29.85;0;0.037433;0;0.142857;0;29.85;17-9-2025;16-9-2025
Projectmanager Installatietechniek Utiliteitsbouw;Netherlands;Utrecht (provincie);Bunnik;148;4;0;0;0;0;0;0.027027;0;0;0;0;28-6-2025;25-6-2025
Projectmanager Installatietechniek Utiliteitsbouw;Netherlands;Utrecht (provincie);Bunnik;113;0;0;0;0;0;0;0;0;0;0;0;28-6-2025;25-6-2025
Projectmanager Installatietechniek Utilliteitsbouw;Netherlands;Noord-Holland;Schiphol;144;3;1;0;51.866.666.666.666.600;15.56;0;0.020833;0;0.333333;0;15.56;28-6-2025;25-6-2025
Projectmanager Warmtenetten;Netherlands;Zuid-Holland;Leiden;324;15;3;0;13.346.666.666.666.600;6.673.333.333.333.330;0;0.046296;0;0.2;0;20.02;22-5-2025;14-5-2025
Projectmanager \| Gebiedsontwikkeling;Netherlands;Noord-Holland;Zaandam;466;19;2;0;0.5789473684210527;5.5;0;0.040773;0;0.105263;0;11;19-6-2025;12-6-2025
Projectondersteuner;Netherlands;Utrecht (provincie);Utrecht;79;13;0;0;0;0;0;0.164557;0;0;0;0;22-5-2025;28-1-2025
Projectorganisator Bouwkunde;Netherlands;Zuid-Holland;Delft;13;2;0;0;0;0;0;0.153846;0;0;0;0;22-5-2025;6-2-2025
Projectorganisator Bouwkunde;Netherlands;Utrecht (provincie);Utrecht;29;1;0;0;0;0;0;0.034483;0;0;0;0;22-5-2025;6-2-2025
Projectorganisator Bouwkunde;Netherlands;Noord-Holland;Amsterdam;115;8;1;0;0.825;6.6;0;0.069565;0;0.125;0;6.6;19-6-2025;3-6-2025
Projectorganisator Civiel \| Randstad;Netherlands;Zuid-Holland;Gouda;96;1;0;0;0;0;0;0.010417;0;0;0;0;22-5-2025;15-5-2025
Projectorganisator Civiel \| Randstad;Netherlands;Zuid-Holland;Gouda;38;2;1;0;3.395;6.79;0;0.052632;0;0.5;0;6.79;23-5-2025;15-5-2025
Projectorganisator Civiele Techniek;Netherlands;Zuid-Holland;Delft;41;0;0;0;0;0;0;0;0;0;0;0;22-5-2025;6-2-2025
Projectorganisator Civiele Techniek;Netherlands;Utrecht (provincie);Utrecht;33;1;1;0;33.07;33.07;0;0.030303;0;1;0;33.07;22-5-2025;6-2-2025
Projectorganisator Civiele Techniek;Netherlands;Noord-Holland;Amsterdam;47;4;0;0;0;0;0;0.085106;0;0;0;0;19-6-2025;3-6-2025
Regional Media & PR Strategy Lead;Netherlands;Noord-Holland;Amsterdam;271;18;3;0;0.3955555555555555;2.373.333.333.333.330;0;0.066421;0;0.166667;0;7.119.999.999.999.990;4-6-2025;4-6-2025
Reliability Engineer;Netherlands;Friesland;Drachten;157;9;1;0;19.304.444.444.444.400;173.74;0;0.057325;0;0.111111;0;173.74;22-5-2025;15-5-2025
Senior Maintenance Engineer E&I;Netherlands;Zuid-Holland;Rotterdam;114;8;1;0;0.43375;3.47;0;0.070175;0;0.125;0;3.47;22-5-2025;28-1-2025
Senior Operator Energiecentrale;Netherlands;Zuid-Holland;Leiden;4;0;0;0;0;0;0;0;0;0;0;0;22-5-2025;15-5-2025
Senior Operator Energiecentrale;Netherlands;Zuid-Holland;Den Haag;106;13;2;0;11.984.615.384.615.300;7.79;0;0.122642;0;0.153846;0;15.58;22-5-2025;16-5-2025
Senior Operator Energiecentrale;Netherlands;Zuid-Holland;Leiden;118;14;1;0;0.8771428571428571;12.28;0;0.118644;0;0.071429;0;12.28;22-5-2025;16-5-2025
Senior Planvoorbereider Nieuwbouw;Netherlands;Overijssel;Almelo;106;2;0;0;0;0;0;0.018868;0;0;0;0;24-10-2025;15-10-2025
Senior Project Engineer;Netherlands;Zuid-Holland;Rotterdam;223;11;1;0;14.227.272.727.272.700;15.65;0;0.049327;0;0.090909;0;15.65;17-9-2025;17-9-2025
Senior Project Engineer;Netherlands;Zuid-Holland;Rotterdam;90;4;1;0;60.525;24.21;0;0.044444;0;0.25;0;24.21;24-10-2025;17-10-2025
Senior Project Engineer Utiliteit Elektrotechniek;Netherlands;Noord-Holland;Amsterdam;36;0;0;0;0;0;0;0;0;0;0;0;22-5-2025;15-1-2025
Senior Project Manager;Netherlands;Noord-Brabant;Eindhoven;338;39;6;0;12.164.102.564.102.500;7.906.666.666.666.660;0;0.115385;0;0.153846;0;47.440.000.000.000.000;7-11-2025;8-10-2025
Senior Project Manager Offshore Wind;Netherlands;Utrecht (provincie);Utrecht;170;10;0;0;0;0;0;0.058824;0;0;0;0;22-5-2025;28-1-2025
Senior Projectcoördinator Nieuwbouw;Netherlands;Zuid-Holland;Vlaardingen;28;1;0;0;0;0;0;0.035714;0;0;0;0;14-9-2025;15-8-2025
Senior Projectcoördinator Nieuwbouw;Netherlands;Zuid-Holland;Vlaardingen;105;4;0;0;0;0;0;0.038095;0;0;0;0;1-10-2025;19-9-2025
Senior Projectmanager;Netherlands;Zuid-Holland;Rotterdam;24;4;2;0;67.525;13.505;0;0.166667;0;0.5;0;27.01;17-9-2025;15-9-2025
Senior Projectmanager;Netherlands;Zuid-Holland;Rotterdam;73;7;0;0;0;0;0;0.09589;0;0;0;0;24-10-2025;15-10-2025
Senior Specialist Process Engineer;Netherlands;Noord-Brabant;Boxmeer;372;34;2;0;0.43823529411764706;7.45;0;0.091398;0;0.058824;0;14.9;22-5-2025;19-5-2025
Senior Uitvoerder Bouwkunde;Netherlands;Zuid-Holland;Delft;56;0;0;0;0;0;0;0;0;0;0;0;22-5-2025;6-2-2025
Senior Uitvoerder Bouwkunde;Netherlands;Zuid-Holland;Delft;45;1;0;0;0;0;0;0.022222;0;0;0;0;19-6-2025;3-6-2025
Senior Uitvoerder Civiele Techniek;Netherlands;Zuid-Holland;Delft;11;1;0;0;0;0;0;0.090909;0;0;0;0;22-5-2025;6-2-2025
Service Engineer Software;Netherlands;Gelderland;Doetinchem;184;11;2;0;12.554.545.454.545.400;6.905;0;0.059783;0;0.181818;0;13.81;19-6-2025;2-6-2025
Site Manager;Netherlands;Zuid-Holland;;301;18;1;0;0.585;10.53;0;0.059801;0;0.055556;0;10.53;22-5-2025;21-5-2025
Site Quality Manager;Netherlands;Zuid-Holland;Rotterdam;401;59;4;0;0.5147457627118643;7.592.499.999.999.990;0;0.147132;0;0.067797;0;30.369.999.999.999.900;1-10-2025;16-9-2025
Software Engineer;Netherlands;Noord-Brabant;Eindhoven;473;45;2;0;0.5095555555555555;11.465;0;0.095137;0;0.044444;0;22.93;19-6-2025;17-6-2025
Software Engineer - Procesautomatisering;Netherlands;Drenthe;Wijster;173;11;0;0;0;0;0;0.063584;0;0;0;0;22-5-2025;13-5-2025
Software Engineer - Procesautomatisering;Netherlands;Drenthe;Wijster;42;7;0;0;0;0;0;0.166667;0;0;0;0;29-5-2025;28-5-2025
Software Engineer - Procesautomatisering;Netherlands;Drenthe;Wijster;67;6;1;0;0.42333333333333334;2.54;0;0.089552;0;0.166667;0;2.54;28-6-2025;25-6-2025
Software PLC Engineer;Netherlands;Noord-Brabant;Breda;328;27;1;0;0.2785185185185185;7.52;0;0.082317;0;0.037037;0;7.52;22-5-2025;21-5-2025
Software solutions engineer;Netherlands;Overijssel;Hengelo OV;422;26;1;0;0.4761538461538462;12.38;0;0.061611;0;0.038462;0;12.38;11-6-2025;6-6-2025
Specialist Assetmanagement IT;Netherlands;Zuid-Holland;Gouda;241;14;0;0;0;0;0;0.058091;0;0;0;0;18-6-2025;28-5-2025
Specialist Werktuigbouwkunde ME;Netherlands;Utrecht (provincie);Utrecht;170;8;3;0;32.225;8.593.333.333.333.330;0;0.047059;0;0.375;0;25.78;22-5-2025;6-5-2025
Sr. Maintenance Engineer;Netherlands;Noord-Brabant;Moerdijk;93;10;1;0;1.032;10.32;0;0.107527;0;0.1;0;10.32;22-5-2025;21-5-2025
Sr. Maintenance Engineer;Netherlands;Noord-Brabant;Moerdijk;43;7;0;0;0;0;0;0.162791;0;0;0;0;20-6-2025;20-6-2025
Sr. Principal Software Architect;Netherlands;Noord-Brabant;Eindhoven;258;15;2;0;0.4613333333333333;3.46;0;0.05814;0;0.133333;0;6.92;22-5-2025;21-5-2025
Sr. Werkvoorbereider E;Netherlands;Noord-Holland;Amsterdam;84;3;0;0;0;0;0;0.035714;0;0;0;0;7-11-2025;8-10-2025
Supply Chain Planner;Netherlands;Friesland;Heerenveen;119;21;5;0;3.582.857.142.857.140;15.048.000.000.000.000;0;0.176471;0;0.238095;0;7.524.000.000.000.000;24-10-2025;24-9-2025
Supply Network Planner;Netherlands;Utrecht (provincie);Amersfoort;582;37;5;0;0.8786486486486486;6.502;0;0.063574;0;0.135135;0;32.51;29-5-2025;23-5-2025
Supply Planner;Netherlands;Utrecht (provincie);Amersfoort;520;38;2;0;0.10763157894736841;2.045;0;0.073077;0;0.052632;0;4.09;22-5-2025;14-5-2025
Supply Planner;Netherlands;Utrecht (provincie);Leerdam;437;42;1;0;0.24595238095238095;10.33;0;0.09611;0;0.02381;0;10.33;22-5-2025;16-5-2025
Supply Planner;Netherlands;Utrecht (provincie);Amersfoort;270;22;2;0;0.5245454545454545;57.700.000.000.000.000;0;0.081481;0;0.090909;0;11.540.000.000.000.000;19-6-2025;12-6-2025
System Engineer Procesautomatisering;Netherlands;Drenthe;Wijster;191;10;0;0;0;0;0;0.052356;0;0;0;0;22-5-2025;13-5-2025
System Engineer Procesautomatisering;Netherlands;Drenthe;Wijster;25;3;1;0;28.176.666.666.666.600;84.53;0;0.12;0;0.333333;0;84.53;29-5-2025;28-5-2025
